model,fold,fold_size,feature,importance
XGBoost,8,37,Actinobacillus,0.001975802006199956
XGBoost,8,37,Acinetobacter,0.002342707011848688
XGBoost,8,37,Mogibacterium,0.0013608160661533475
XGBoost,8,37,Abiotrophia,0.003948206547647715
XGBoost,8,37,Murdochiella,0.0010574855841696262
XGBoost,8,37,Bifidobacterium,0.005365964490920305
XGBoost,8,37,Neisseria,0.0021387734450399876
XGBoost,8,37,Klebsiella,0.0022270705085247755
XGBoost,8,37,Helicobacter,0.005106564145535231
XGBoost,8,37,Cutibacterium,0.0013218098320066929
XGBoost,8,37,Solobacterium,0.0021823877468705177
XGBoost,8,37,Gemella,0.012297539040446281
XGBoost,8,37,Peptostreptococcus,0.002814216772094369
XGBoost,8,37,Amniculibacterium,0.0036987746134400368
XGBoost,8,37,Lautropia,0.002042255597189069
XGBoost,8,37,Schaalia,0.0026095984503626823
XGBoost,8,37,Aminipila,0.0022611564490944147
XGBoost,8,37,Clostridium_sensu_stricto,0.008042357861995697
XGBoost,8,37,Prevotellamassilia,0.0036283095832914114
XGBoost,8,37,Deinococcus,0.034769877791404724
XGBoost,8,37,Filifactor,0.0016461721388623118
XGBoost,8,37,Johnsonella,0.0011403184616938233
XGBoost,8,37,Moraxella,0.0017939270474016666
XGBoost,8,37,Fretibacterium,0.0025779264979064465
XGBoost,8,37,Brachybacterium,0.002008656971156597
XGBoost,8,37,Pseudomonas,0.004394648130983114
XGBoost,8,37,Rothia,0.0013862426858395338
XGBoost,8,37,Blautia,0.0022085329983383417
XGBoost,8,37,Eubacterium,0.0012858840636909008
XGBoost,8,37,Sphingobium,0.0026082571130245924
XGBoost,8,37,Corynebacterium,0.0013599598314613104
XGBoost,8,37,Kingella,0.0013047262327745557
XGBoost,8,37,Micrococcus,0.12243078649044037
XGBoost,8,37,Enterocloster,0.05732041969895363
XGBoost,8,37,Megasphaera,0.001967687625437975
XGBoost,8,37,Methylobacterium,0.004092107526957989
XGBoost,8,37,Bradyrhizobium,0.002211027080193162
XGBoost,8,37,Sphingomonas,0.0031851844396442175
XGBoost,8,37,Brevundimonas,0.0034057912416756153
XGBoost,8,37,Microbacterium,0.0019810558296740055
XGBoost,8,37,Catonella,0.001880400930531323
XGBoost,8,37,Thermus,0.0034665330313146114
XGBoost,8,37,Alloscardovia,0.0015306704444810748
XGBoost,8,37,Agathobacter,0.006241046357899904
XGBoost,8,37,Streptococcus,0.004020656459033489
XGBoost,8,37,Faecalibacterium,0.0043449061922729015
XGBoost,8,37,Curtobacterium,0.0016791669186204672
XGBoost,8,37,Coprococcus,0.0
XGBoost,8,37,Allisonella,0.0
XGBoost,8,37,Actinomyces,0.002549875760450959
XGBoost,8,37,Eikenella,0.0015425636665895581
XGBoost,8,37,Arachnia,0.0017579055856913328
XGBoost,8,37,Lachnoanaerobaculum,0.0016492126742377877
XGBoost,8,37,Mesorhizobium,0.0010685607558116317
XGBoost,8,37,Tannerella,0.0024425589945167303
XGBoost,8,37,Herbiconiux,0.0037792876828461885
XGBoost,8,37,Lancefieldella,0.001969476230442524
XGBoost,8,37,Butyrivibrio,0.002818863373249769
XGBoost,8,37,Streptobacillus,0.0017432384192943573
XGBoost,8,37,Oribacterium,0.0032266771886497736
XGBoost,8,37,Luteovulum,0.005693127866834402
XGBoost,8,37,Staphylococcus,0.0032816091552376747
XGBoost,8,37,Gardnerella,0.004618708975613117
XGBoost,8,37,Wolinella,0.0
XGBoost,8,37,Centipeda,0.0035454584285616875
XGBoost,8,37,Cardiobacterium,0.0009260951192118227
XGBoost,8,37,Fenollaria,0.0
XGBoost,8,37,Porphyromonas,0.001274877693504095
XGBoost,8,37,Metamycoplasma,0.0027344324626028538
XGBoost,8,37,Stenotrophomonas,0.0038098085206001997
XGBoost,8,37,Slackia,0.0009190833079628646
XGBoost,8,37,Pseudonocardia,0.0
XGBoost,8,37,Massiliprevotella,0.0015011790674179792
XGBoost,8,37,Campylobacter,0.0011327172396704555
XGBoost,8,37,Azorhizophilus,0.004443158395588398
XGBoost,8,37,Peptococcus,0.012518526054918766
XGBoost,8,37,Kocuria,0.005742920562624931
XGBoost,8,37,Shuttleworthia,0.023671196773648262
XGBoost,8,37,Agrobacterium,0.006046022288501263
XGBoost,8,37,Nitrolancea,0.003431993070989847
XGBoost,8,37,Verticiella,0.003676050342619419
XGBoost,8,37,Finegoldia,0.0028885058127343655
XGBoost,8,37,Cellulosilyticum,0.0
XGBoost,8,37,Paracoccus,0.012952354736626148
XGBoost,8,37,Atopobium,0.0
XGBoost,8,37,Ezakiella,0.1558440923690796
XGBoost,8,37,Mycobacterium,0.004626250825822353
XGBoost,8,37,Conservatibacter,0.001659763278439641
XGBoost,8,37,Brevibacterium,0.0030524141620844603
XGBoost,8,37,Aggregatibacter,0.005175846628844738
XGBoost,8,37,Gordonia,0.00487008411437273
XGBoost,8,37,Rhodococcus,0.001008657505735755
XGBoost,8,37,Fusobacterium,0.0016675619408488274
XGBoost,8,37,Anaerococcus,0.0086599076166749
XGBoost,8,37,Marmoricola,0.0007532493327744305
XGBoost,8,37,Basfia,0.0
XGBoost,8,37,Peptoniphilus,0.0018938003340736032
XGBoost,8,37,Cellulomonas,0.18481485545635223
XGBoost,8,37,Scardovia,0.0025430733803659678
XGBoost,8,37,Stenotrophobacter,0.0011368198320269585
XGBoost,8,37,Prevotella,0.005278951022773981
XGBoost,8,37,Leptotrichia,0.0023047688882797956
XGBoost,8,37,Bergeriella,0.0006207842379808426
XGBoost,8,37,Aureimonas,0.0015333543997257948
XGBoost,8,37,Marseilla,0.0
XGBoost,8,37,Fimbriiglobus,0.0
XGBoost,8,37,Roseomonas,0.0
XGBoost,8,37,Aliarcobacter,0.0
XGBoost,8,37,Craurococcus,0.0
XGBoost,8,37,Capnocytophaga,0.001634605461731553
XGBoost,8,37,Anaerosinus,0.0
XGBoost,8,37,Parvimonas,0.002391964429989457
XGBoost,8,37,Howardella,0.002260487759485841
XGBoost,8,37,Fudania,0.00590531574562192
XGBoost,8,37,Peptoanaerobacter,0.0016683219000697136
XGBoost,8,37,Rhizobium,0.004035571124404669
XGBoost,8,37,Mannheimia,0.0009895388502627611
XGBoost,8,37,Cryptobacterium,0.0020709089003503323
XGBoost,8,37,Dolosigranulum,0.007280005142092705
XGBoost,8,37,Pseudescherichia,0.0
XGBoost,9,44,mediumBAL,0.0
XGBoost,9,44,mediumNPS,0.0
XGBoost,9,44,mediumSputum,0.0004449377011042088
XGBoost,9,44,mediumTS,0.0014285948127508163
XGBoost,9,44,adult_pediatric,0.0010789943626150489
XGBoost,9,44,continent,0.0015226340619847178
XGBoost,9,44,sex,0.0017576399259269238
XGBoost,9,44,Veillonella,0.0016760677099227905
XGBoost,9,44,Alloprevotella,0.0017619136488065124
XGBoost,9,44,Dietzia,0.0006720731034874916
XGBoost,9,44,Varibaculum,0.0003470000810921192
XGBoost,9,44,Fannyhessea,0.0033090561628341675
XGBoost,9,44,Selenomonas,0.002364203566685319
XGBoost,9,44,Granulicatella,0.0020180167630314827
XGBoost,9,44,Lawsonella,0.0015769869787618518
XGBoost,9,44,Olsenella,0.004244093783199787
XGBoost,9,44,Stomatobaculum,0.0024301542434841394
XGBoost,9,44,Janibacter,0.0013726430479437113
XGBoost,9,44,Haemophilus,0.002947213128209114
XGBoost,9,44,Actinobacillus,0.0013502947986125946
XGBoost,9,44,Acinetobacter,0.0021993815898895264
XGBoost,9,44,Mogibacterium,0.002088179811835289
XGBoost,9,44,Abiotrophia,0.004780242219567299
XGBoost,9,44,Murdochiella,0.0
XGBoost,9,44,Bifidobacterium,0.006050074473023415
XGBoost,9,44,Neisseria,0.0021550266537815332
XGBoost,9,44,Klebsiella,0.004801162518560886
XGBoost,9,44,Helicobacter,0.0018140029860660434
XGBoost,9,44,Cutibacterium,0.0017900604289025068
XGBoost,9,44,Solobacterium,0.0021445867605507374
XGBoost,9,44,Gemella,0.013956156559288502
XGBoost,9,44,Peptostreptococcus,0.0032269374933093786
XGBoost,9,44,Amniculibacterium,0.005517332348972559
XGBoost,9,44,Lautropia,0.0024080860894173384
XGBoost,9,44,Schaalia,0.003812578972429037
XGBoost,9,44,Aminipila,0.0059469714760780334
XGBoost,9,44,Clostridium_sensu_stricto,0.008002894930541515
XGBoost,9,44,Prevotellamassilia,0.002641131868585944
XGBoost,9,44,Deinococcus,0.01664603315293789
XGBoost,9,44,Filifactor,0.002335499506443739
XGBoost,9,44,Johnsonella,0.0017480150563642383
XGBoost,9,44,Moraxella,0.00248726736754179
XGBoost,9,44,Fretibacterium,0.0018737392965704203
XGBoost,9,44,Brachybacterium,0.0
XGBoost,9,44,Pseudomonas,0.005655772518366575
XGBoost,9,44,Rothia,0.0015731282765045762
XGBoost,9,44,Blautia,0.0021096316631883383
XGBoost,9,44,Eubacterium,0.002185339340940118
XGBoost,9,44,Sphingobium,0.004865008872002363
XGBoost,9,44,Corynebacterium,0.001446876092813909
XGBoost,9,44,Kingella,0.0015942539321258664
XGBoost,9,44,Micrococcus,0.0019569394644349813
XGBoost,9,44,Enterocloster,0.02626945823431015
XGBoost,9,44,Megasphaera,0.0016401616157963872
XGBoost,9,44,Methylobacterium,0.0023576447274535894
XGBoost,9,44,Bradyrhizobium,0.002636754186823964
XGBoost,9,44,Sphingomonas,0.0033170299138873816
XGBoost,9,44,Brevundimonas,0.00281809875741601
XGBoost,9,44,Microbacterium,0.0033155791461467743
XGBoost,9,44,Catonella,0.0016059771878644824
XGBoost,9,44,Thermus,0.0019693165086209774
XGBoost,9,44,Alloscardovia,0.002083737635985017
XGBoost,9,44,Agathobacter,0.016195420175790787
XGBoost,9,44,Streptococcus,0.0034141296055167913
XGBoost,9,44,Faecalibacterium,0.006100602447986603
XGBoost,9,44,Curtobacterium,0.0025397883728146553
XGBoost,9,44,Coprococcus,0.0
XGBoost,9,44,Allisonella,0.0
XGBoost,9,44,Actinomyces,0.002331841504201293
XGBoost,9,44,Eikenella,0.0017492950428277254
XGBoost,9,44,Arachnia,0.0025505232624709606
XGBoost,9,44,Lachnoanaerobaculum,0.001819605939090252
XGBoost,9,44,Mesorhizobium,0.0013352845562621951
XGBoost,9,44,Tannerella,0.0033636335283517838
XGBoost,9,44,Herbiconiux,0.0002578077546786517
XGBoost,9,44,Lancefieldella,0.002245826181024313
XGBoost,9,44,Butyrivibrio,0.003343182848766446
XGBoost,9,44,Streptobacillus,0.002426950493827462
XGBoost,9,44,Oribacterium,0.003332139691337943
XGBoost,9,44,Luteovulum,0.004149813205003738
XGBoost,9,44,Staphylococcus,0.004896971397101879
XGBoost,9,44,Gardnerella,0.0032103718258440495
XGBoost,9,44,Wolinella,0.0
XGBoost,9,44,Centipeda,0.004311246331781149
XGBoost,9,44,Cardiobacterium,0.0010772945825010538
XGBoost,9,44,Fenollaria,0.0
XGBoost,9,44,Porphyromonas,0.0010817624861374497
XGBoost,9,44,Metamycoplasma,0.003985867835581303
XGBoost,9,44,Stenotrophomonas,0.006494578439742327
XGBoost,9,44,Slackia,0.0013707682956010103
XGBoost,9,44,Pseudonocardia,0.0014965831069275737
XGBoost,9,44,Massiliprevotella,0.0019157982897013426
XGBoost,9,44,Campylobacter,0.0013464817311614752
XGBoost,9,44,Azorhizophilus,0.07123343646526337
XGBoost,9,44,Peptococcus,0.007379137445241213
XGBoost,9,44,Kocuria,0.005554676987230778
XGBoost,9,44,Shuttleworthia,0.03739484027028084
XGBoost,9,44,Agrobacterium,0.002016050973907113
XGBoost,9,44,Nitrolancea,0.0
XGBoost,9,44,Verticiella,0.01030099019408226
XGBoost,9,44,Finegoldia,0.00232578138820827
XGBoost,9,44,Cellulosilyticum,0.0
XGBoost,9,44,Paracoccus,0.006114900577813387
XGBoost,9,44,Atopobium,0.0
XGBoost,9,44,Ezakiella,0.16359955072402954
XGBoost,9,44,Mycobacterium,0.010894800536334515
XGBoost,9,44,Conservatibacter,0.0021201958879828453
XGBoost,9,44,Brevibacterium,0.003477596677839756
XGBoost,9,44,Aggregatibacter,0.00565323606133461
XGBoost,9,44,Gordonia,0.003650286002084613
XGBoost,9,44,Rhodococcus,0.0029196005780249834
XGBoost,9,44,Fusobacterium,0.0021532890386879444
XGBoost,9,44,Anaerococcus,0.0021621615160256624
XGBoost,9,44,Marmoricola,0.0007800047169439495
XGBoost,9,44,Basfia,0.0
XGBoost,9,44,Peptoniphilus,0.002351956209167838
XGBoost,9,44,Cellulomonas,0.3249128758907318
XGBoost,9,44,Scardovia,0.0026316780131310225
XGBoost,9,44,Stenotrophobacter,0.001416347804479301
XGBoost,9,44,Prevotella,0.007341168355196714
XGBoost,9,44,Leptotrichia,0.002909251721575856
XGBoost,9,44,Bergeriella,0.0014033138286322355
XGBoost,9,44,Aureimonas,0.0022748298943042755
XGBoost,9,44,Marseilla,0.0
XGBoost,9,44,Fimbriiglobus,0.0031546521931886673
XGBoost,9,44,Roseomonas,0.0
XGBoost,9,44,Aliarcobacter,0.0
XGBoost,9,44,Craurococcus,0.0
XGBoost,9,44,Capnocytophaga,0.0024166221264749765
XGBoost,9,44,Anaerosinus,0.0
XGBoost,9,44,Parvimonas,0.002532543148845434
XGBoost,9,44,Howardella,0.0028178896754980087
XGBoost,9,44,Fudania,0.0016337827546522021
XGBoost,9,44,Peptoanaerobacter,0.0005684630596078932
XGBoost,9,44,Rhizobium,0.005758300423622131
XGBoost,9,44,Mannheimia,0.0012173147406429052
XGBoost,9,44,Cryptobacterium,0.002309490693733096
XGBoost,9,44,Dolosigranulum,0.004146812949329615
XGBoost,9,44,Pseudescherichia,0.0
Elastic Net,1,115,mediumBAL,0.0
Elastic Net,1,115,mediumNPS,0.0
Elastic Net,1,115,mediumSputum,0.4146139873745143
Elastic Net,1,115,mediumTS,0.2777495795217564
Elastic Net,1,115,adult_pediatric,0.23635751398524485
Elastic Net,1,115,continent,1.0739428308451757
Elastic Net,1,115,sex,0.4655098703809189
Elastic Net,1,115,Veillonella,0.0
Elastic Net,1,115,Alloprevotella,0.0
Elastic Net,1,115,Dietzia,0.0
Elastic Net,1,115,Varibaculum,0.0
Elastic Net,1,115,Fannyhessea,0.0
Elastic Net,1,115,Selenomonas,0.0
Elastic Net,1,115,Granulicatella,0.0
Elastic Net,1,115,Lawsonella,0.0
Elastic Net,1,115,Olsenella,0.0
Elastic Net,1,115,Stomatobaculum,0.0
Elastic Net,1,115,Janibacter,0.0
Elastic Net,1,115,Haemophilus,0.0
Elastic Net,1,115,Actinobacillus,0.0
Elastic Net,1,115,Acinetobacter,0.0
Elastic Net,1,115,Mogibacterium,0.0
Elastic Net,1,115,Abiotrophia,0.0
Elastic Net,1,115,Murdochiella,0.0
Elastic Net,1,115,Bifidobacterium,0.0
Elastic Net,1,115,Neisseria,0.0
Elastic Net,1,115,Klebsiella,0.0
Elastic Net,1,115,Helicobacter,0.0
Elastic Net,1,115,Cutibacterium,0.0
Elastic Net,1,115,Solobacterium,0.0
Elastic Net,1,115,Gemella,1.93018265945205
Elastic Net,1,115,Peptostreptococcus,0.0
Elastic Net,1,115,Amniculibacterium,0.0
Elastic Net,1,115,Lautropia,0.0
Elastic Net,1,115,Schaalia,0.0
Elastic Net,1,115,Aminipila,0.0
Elastic Net,1,115,Clostridium_sensu_stricto,0.0
Elastic Net,1,115,Prevotellamassilia,0.0
Elastic Net,1,115,Deinococcus,0.0
Elastic Net,1,115,Filifactor,0.0
Elastic Net,1,115,Johnsonella,0.0
Elastic Net,1,115,Moraxella,0.0
Elastic Net,1,115,Fretibacterium,0.0
Elastic Net,1,115,Brachybacterium,0.0
Elastic Net,1,115,Pseudomonas,1.0527102684828074
Elastic Net,1,115,Rothia,0.7953345198817634
Elastic Net,1,115,Blautia,0.0
Elastic Net,1,115,Eubacterium,0.0
Elastic Net,1,115,Sphingobium,0.0
Elastic Net,1,115,Corynebacterium,0.0
Elastic Net,1,115,Kingella,0.0
Elastic Net,1,115,Micrococcus,0.0
Elastic Net,1,115,Enterocloster,0.0
Elastic Net,1,115,Megasphaera,0.0
Elastic Net,1,115,Methylobacterium,0.0
Elastic Net,1,115,Bradyrhizobium,0.0
Elastic Net,1,115,Sphingomonas,0.0
Elastic Net,1,115,Brevundimonas,0.0
Elastic Net,1,115,Microbacterium,0.0
Elastic Net,1,115,Catonella,0.0
Elastic Net,1,115,Thermus,0.0
Elastic Net,1,115,Alloscardovia,0.0
Elastic Net,1,115,Agathobacter,0.0
Elastic Net,1,115,Streptococcus,1.4929676952861433
Elastic Net,1,115,Faecalibacterium,0.0
Elastic Net,1,115,Curtobacterium,0.0
Elastic Net,1,115,Coprococcus,0.0
Elastic Net,1,115,Allisonella,0.0
Elastic Net,1,115,Actinomyces,0.0
Elastic Net,1,115,Eikenella,0.0
Elastic Net,1,115,Arachnia,0.0
Elastic Net,1,115,Lachnoanaerobaculum,0.0
Elastic Net,1,115,Mesorhizobium,0.0
Elastic Net,1,115,Tannerella,0.0
Elastic Net,1,115,Herbiconiux,0.0
Elastic Net,1,115,Lancefieldella,0.0
Elastic Net,1,115,Butyrivibrio,0.0
Elastic Net,1,115,Streptobacillus,0.0
Elastic Net,1,115,Oribacterium,0.0
Elastic Net,1,115,Luteovulum,0.0
Elastic Net,1,115,Staphylococcus,1.5188126630731709
Elastic Net,1,115,Gardnerella,0.0
Elastic Net,1,115,Wolinella,0.0
Elastic Net,1,115,Centipeda,0.0
Elastic Net,1,115,Cardiobacterium,0.0
Elastic Net,1,115,Fenollaria,0.0
Elastic Net,1,115,Porphyromonas,0.0
Elastic Net,1,115,Metamycoplasma,0.0
Elastic Net,1,115,Stenotrophomonas,0.3554707286182652
Elastic Net,1,115,Slackia,0.0
Elastic Net,1,115,Pseudonocardia,0.0
Elastic Net,1,115,Massiliprevotella,0.0
Elastic Net,1,115,Campylobacter,0.0
Elastic Net,1,115,Azorhizophilus,0.0
Elastic Net,1,115,Peptococcus,0.0
Elastic Net,1,115,Kocuria,0.0
Elastic Net,1,115,Shuttleworthia,0.0
Elastic Net,1,115,Agrobacterium,0.0
Elastic Net,1,115,Nitrolancea,0.0
Elastic Net,1,115,Verticiella,0.0
Elastic Net,1,115,Finegoldia,0.0
Elastic Net,1,115,Cellulosilyticum,0.0
Elastic Net,1,115,Paracoccus,0.0
Elastic Net,1,115,Atopobium,0.0
Elastic Net,1,115,Ezakiella,0.0
Elastic Net,1,115,Mycobacterium,0.0
Elastic Net,1,115,Conservatibacter,0.0
Elastic Net,1,115,Brevibacterium,0.0
Elastic Net,1,115,Aggregatibacter,0.0
Elastic Net,1,115,Gordonia,0.0
Elastic Net,1,115,Rhodococcus,0.0
Elastic Net,1,115,Fusobacterium,0.0
Elastic Net,1,115,Anaerococcus,0.0
Elastic Net,1,115,Marmoricola,0.0
Elastic Net,1,115,Basfia,0.0
Elastic Net,1,115,Peptoniphilus,0.0
Elastic Net,1,115,Cellulomonas,0.0
Elastic Net,1,115,Scardovia,0.0
Elastic Net,1,115,Stenotrophobacter,0.0
Elastic Net,1,115,Prevotella,6.256299353330249
Elastic Net,1,115,Leptotrichia,0.0
Elastic Net,1,115,Bergeriella,0.0
Elastic Net,1,115,Aureimonas,0.0
Elastic Net,1,115,Marseilla,0.0
Elastic Net,1,115,Fimbriiglobus,0.0
Elastic Net,1,115,Roseomonas,0.0
Elastic Net,1,115,Aliarcobacter,0.0
Elastic Net,1,115,Craurococcus,0.0
Elastic Net,1,115,Capnocytophaga,0.0
Elastic Net,1,115,Anaerosinus,0.0
Elastic Net,1,115,Parvimonas,0.0
Elastic Net,1,115,Howardella,0.0
Elastic Net,1,115,Fudania,0.0
Elastic Net,1,115,Peptoanaerobacter,0.0
Elastic Net,1,115,Rhizobium,0.0
Elastic Net,1,115,Mannheimia,0.0
Elastic Net,1,115,Cryptobacterium,0.0
Elastic Net,1,115,Dolosigranulum,0.0
Elastic Net,1,115,Pseudescherichia,0.0
Elastic Net,2,260,mediumBAL,0.0
Elastic Net,2,260,mediumNPS,0.0
Elastic Net,2,260,mediumSputum,3.766238641498766
Elastic Net,2,260,mediumTS,3.837057957097381
Elastic Net,2,260,adult_pediatric,2.814534649048998
Elastic Net,2,260,continent,4.584621428455859
Elastic Net,2,260,sex,0.9902275724597
Elastic Net,2,260,Veillonella,0.0
Elastic Net,2,260,Alloprevotella,0.0
Elastic Net,2,260,Dietzia,0.0
Elastic Net,2,260,Varibaculum,0.0
Elastic Net,2,260,Fannyhessea,0.0
Elastic Net,2,260,Selenomonas,0.0
Elastic Net,2,260,Granulicatella,0.0
Elastic Net,2,260,Lawsonella,0.0
Elastic Net,2,260,Olsenella,0.0
Elastic Net,2,260,Stomatobaculum,0.0
Elastic Net,2,260,Janibacter,0.0
Elastic Net,2,260,Haemophilus,0.0
Elastic Net,2,260,Actinobacillus,0.0
Elastic Net,2,260,Acinetobacter,0.0
Elastic Net,2,260,Mogibacterium,0.0
Elastic Net,2,260,Abiotrophia,0.0
Elastic Net,2,260,Murdochiella,0.0
Elastic Net,2,260,Bifidobacterium,0.0
Elastic Net,2,260,Neisseria,0.0
Elastic Net,2,260,Klebsiella,0.0
Elastic Net,2,260,Helicobacter,0.0
Elastic Net,2,260,Cutibacterium,0.0
Elastic Net,2,260,Solobacterium,0.0
Elastic Net,2,260,Gemella,0.0
Elastic Net,2,260,Peptostreptococcus,0.0
Elastic Net,2,260,Amniculibacterium,0.0
Elastic Net,2,260,Lautropia,0.0
Elastic Net,2,260,Schaalia,0.0
Elastic Net,2,260,Aminipila,0.0
Elastic Net,2,260,Clostridium_sensu_stricto,0.0
Elastic Net,2,260,Prevotellamassilia,0.0
Elastic Net,2,260,Deinococcus,0.0
Elastic Net,2,260,Filifactor,0.0
Elastic Net,2,260,Johnsonella,0.0
Elastic Net,2,260,Moraxella,0.0
Elastic Net,2,260,Fretibacterium,0.0
Elastic Net,2,260,Brachybacterium,0.0
Elastic Net,2,260,Pseudomonas,0.4421650336336823
Elastic Net,2,260,Rothia,0.7559009712021346
Elastic Net,2,260,Blautia,0.0
Elastic Net,2,260,Eubacterium,0.0
Elastic Net,2,260,Sphingobium,0.0
Elastic Net,2,260,Corynebacterium,0.0
Elastic Net,2,260,Kingella,0.0
Elastic Net,2,260,Micrococcus,0.0
Elastic Net,2,260,Enterocloster,0.0
Elastic Net,2,260,Megasphaera,0.0
Elastic Net,2,260,Methylobacterium,0.0
Elastic Net,2,260,Bradyrhizobium,0.0
Elastic Net,2,260,Sphingomonas,0.0
Elastic Net,2,260,Brevundimonas,0.0
Elastic Net,2,260,Microbacterium,0.0
Elastic Net,2,260,Catonella,0.0
Elastic Net,2,260,Thermus,0.0
Elastic Net,2,260,Alloscardovia,0.0
Elastic Net,2,260,Agathobacter,0.0
Elastic Net,2,260,Streptococcus,2.7411636282190934
Elastic Net,2,260,Faecalibacterium,0.0
Elastic Net,2,260,Curtobacterium,0.0
Elastic Net,2,260,Coprococcus,0.0
Elastic Net,2,260,Allisonella,0.0
Elastic Net,2,260,Actinomyces,0.0
Elastic Net,2,260,Eikenella,0.0
Elastic Net,2,260,Arachnia,0.0
Elastic Net,2,260,Lachnoanaerobaculum,0.0
Elastic Net,2,260,Mesorhizobium,0.0
Elastic Net,2,260,Tannerella,0.0
Elastic Net,2,260,Herbiconiux,0.0
Elastic Net,2,260,Lancefieldella,0.0
Elastic Net,2,260,Butyrivibrio,0.0
Elastic Net,2,260,Streptobacillus,0.0
Elastic Net,2,260,Oribacterium,0.0
Elastic Net,2,260,Luteovulum,0.0
Elastic Net,2,260,Staphylococcus,1.638653393386022
Elastic Net,2,260,Gardnerella,0.0
Elastic Net,2,260,Wolinella,0.0
Elastic Net,2,260,Centipeda,0.0
Elastic Net,2,260,Cardiobacterium,0.0
Elastic Net,2,260,Fenollaria,0.0
Elastic Net,2,260,Porphyromonas,0.0
Elastic Net,2,260,Metamycoplasma,0.0
Elastic Net,2,260,Stenotrophomonas,0.0
Elastic Net,2,260,Slackia,0.0
Elastic Net,2,260,Pseudonocardia,0.0
Elastic Net,2,260,Massiliprevotella,0.0
Elastic Net,2,260,Campylobacter,0.0
Elastic Net,2,260,Azorhizophilus,0.0
Elastic Net,2,260,Peptococcus,0.0
Elastic Net,2,260,Kocuria,0.0
Elastic Net,2,260,Shuttleworthia,0.0
Elastic Net,2,260,Agrobacterium,0.0
Elastic Net,2,260,Nitrolancea,0.0
Elastic Net,2,260,Verticiella,0.0
Elastic Net,2,260,Finegoldia,0.0
Elastic Net,2,260,Cellulosilyticum,0.0
Elastic Net,2,260,Paracoccus,0.0
Elastic Net,2,260,Atopobium,0.0
Elastic Net,2,260,Ezakiella,0.0
Elastic Net,2,260,Mycobacterium,0.0
Elastic Net,2,260,Conservatibacter,0.0
Elastic Net,2,260,Brevibacterium,0.0
Elastic Net,2,260,Aggregatibacter,0.0
Elastic Net,2,260,Gordonia,0.0
Elastic Net,2,260,Rhodococcus,0.0
Elastic Net,2,260,Fusobacterium,0.0
Elastic Net,2,260,Anaerococcus,0.0
Elastic Net,2,260,Marmoricola,0.0
